DiffTime,Value,Description
3.11,-0.004,B2t30min
3.11333,-0.004,B2t30min
3.11667,-0.006,B2t30min
3.12,-0.007,B2t30min
3.12333,-0.008,B2t30min
3.12667,-0.008,B2t30min
3.13,-0.009,B2t30min
3.13333,-0.009,B2t30min
3.13667,-0.009,B2t30min
3.14,-0.009,B2t30min
3.14333,-0.009,B2t30min
3.14667,-0.009,B2t30min
3.15,-0.009,B2t30min
3.15333,-0.009,B2t30min
3.15667,-0.009,B2t30min
3.16,-0.009,B2t30min
3.16333,-0.009,B2t30min
3.16667,-0.009,B2t30min
3.17,-0.009,B2t30min
3.17333,-0.008,B2t30min
3.17667,-0.008,B2t30min
3.18,-0.008,B2t30min
3.18333,-0.007,B2t30min
3.18667,-0.005,B2t30min
3.19,-0.004,B2t30min
3.19333,-0.003,B2t30min
3.19667,-0.002,B2t30min
3.2,-0.002,B2t30min
3.20333,0,B2t30min
3.20667,0.002,B2t30min
3.21,0.005,B2t30min
3.21333,0.007,B2t30min
3.21667,0.009,B2t30min
3.22,0.011,B2t30min
3.22333,0.013,B2t30min
3.22667,0.017,B2t30min
3.23,0.02,B2t30min
3.23333,0.022,B2t30min
3.23667,0.026,B2t30min
3.24,0.028,B2t30min
3.24333,0.031,B2t30min
3.24667,0.033,B2t30min
3.25,0.037,B2t30min
3.25333,0.039,B2t30min
3.25667,0.042,B2t30min
3.26,0.045,B2t30min
3.26333,0.047,B2t30min
3.26667,0.05,B2t30min
3.27,0.052,B2t30min
3.27333,0.054,B2t30min
3.27667,0.056,B2t30min
3.28,0.058,B2t30min
3.28333,0.061,B2t30min
3.28667,0.063,B2t30min
3.29,0.063,B2t30min
3.29333,0.064,B2t30min
3.29667,0.066,B2t30min
3.3,0.066,B2t30min
3.30333,0.066,B2t30min
3.30667,0.067,B2t30min
3.31,0.068,B2t30min
3.31333,0.068,B2t30min
3.31667,0.068,B2t30min
3.32,0.07,B2t30min
3.32333,0.071,B2t30min
3.32667,0.072,B2t30min
3.33,0.073,B2t30min
3.33333,0.073,B2t30min
3.33667,0.073,B2t30min
3.34,0.073,B2t30min
3.34333,0.073,B2t30min
3.34667,0.073,B2t30min
3.35,0.073,B2t30min
3.35333,0.073,B2t30min
3.35667,0.073,B2t30min
3.36,0.073,B2t30min
3.36333,0.075,B2t30min
3.36667,0.075,B2t30min
3.37,0.075,B2t30min
3.37333,0.075,B2t30min
3.37667,0.075,B2t30min
3.38,0.075,B2t30min
3.38333,0.075,B2t30min
3.38667,0.075,B2t30min
3.39,0.075,B2t30min
3.39333,0.075,B2t30min
3.39667,0.075,B2t30min
3.4,0.075,B2t30min
3.40333,0.075,B2t30min
3.40667,0.075,B2t30min
3.41,0.075,B2t30min
3.41333,0.075,B2t30min
3.41667,0.075,B2t30min
3.42,0.075,B2t30min
3.42333,0.075,B2t30min
3.42667,0.075,B2t30min
3.43,0.075,B2t30min
3.43333,0.075,B2t30min
3.43667,0.075,B2t30min
3.44,0.075,B2t30min
3.44333,0.075,B2t30min
3.44667,0.075,B2t30min
3.45,0.075,B2t30min
3.45333,0.075,B2t30min
3.45667,0.075,B2t30min
3.46,0.075,B2t30min
3.46333,0.075,B2t30min
3.46667,0.075,B2t30min
3.47,0.075,B2t30min
3.47333,0.075,B2t30min
3.47667,0.075,B2t30min
3.48,0.075,B2t30min
3.48333,0.074,B2t30min
3.48667,0.073,B2t30min
3.49,0.072,B2t30min
3.49333,0.071,B2t30min
3.49667,0.071,B2t30min
3.5,0.071,B2t30min
3.50333,0.07,B2t30min
3.50667,0.069,B2t30min
3.51,0.068,B2t30min
3.51333,0.068,B2t30min
3.51667,0.067,B2t30min
3.52,0.067,B2t30min
3.52333,0.066,B2t30min
3.52667,0.066,B2t30min
3.53,0.066,B2t30min
3.53333,0.065,B2t30min
3.53667,0.063,B2t30min
3.54,0.061,B2t30min
3.54333,0.061,B2t30min
3.54667,0.06,B2t30min
3.55,0.059,B2t30min
3.55333,0.058,B2t30min
3.55667,0.057,B2t30min
3.56,0.055,B2t30min
3.56333,0.053,B2t30min
3.56667,0.051,B2t30min
3.57,0.049,B2t30min
3.57333,0.048,B2t30min
3.57667,0.048,B2t30min
3.58,0.047,B2t30min
3.58333,0.046,B2t30min
3.58667,0.044,B2t30min
3.59,0.043,B2t30min
3.59333,0.042,B2t30min
3.59667,0.042,B2t30min
3.6,0.042,B2t30min
3.60333,0.041,B2t30min
3.60667,0.039,B2t30min
3.61,0.039,B2t30min
3.61333,0.039,B2t30min
3.61667,0.039,B2t30min
3.62,0.039,B2t30min
3.62333,0.037,B2t30min
3.62667,0.037,B2t30min
3.63,0.036,B2t30min
3.63333,0.036,B2t30min
3.63667,0.034,B2t30min
3.64,0.033,B2t30min
3.64333,0.033,B2t30min
3.64667,0.033,B2t30min
3.65,0.033,B2t30min
3.65333,0.032,B2t30min
3.65667,0.032,B2t30min
3.66,0.032,B2t30min
3.66333,0.031,B2t30min
3.66667,0.031,B2t30min
3.67,0.029,B2t30min
3.67333,0.028,B2t30min
3.67667,0.028,B2t30min
3.68,0.028,B2t30min
3.68333,0.028,B2t30min
3.68667,0.026,B2t30min
3.69,0.024,B2t30min
3.69333,0.024,B2t30min
3.69667,0.024,B2t30min
3.7,0.023,B2t30min
3.70333,0.023,B2t30min
3.70667,0.022,B2t30min
3.71,0.022,B2t30min
3.71333,0.022,B2t30min
3.71667,0.022,B2t30min
3.72,0.022,B2t30min
3.72333,0.022,B2t30min
3.72667,0.022,B2t30min
3.73,0.021,B2t30min
3.73333,0.021,B2t30min
3.73667,0.021,B2t30min
3.74,0.021,B2t30min
3.74333,0.021,B2t30min
3.74667,0.019,B2t30min
3.75,0.019,B2t30min
3.75333,0.019,B2t30min
3.75667,0.019,B2t30min
3.76,0.019,B2t30min
3.76333,0.018,B2t30min
3.76667,0.018,B2t30min
3.77,0.018,B2t30min
3.77333,0.016,B2t30min
3.77667,0.016,B2t30min
3.78,0.016,B2t30min
3.78333,0.016,B2t30min
3.78667,0.015,B2t30min
3.79,0.014,B2t30min
3.79333,0.014,B2t30min
3.79667,0.014,B2t30min
3.8,0.014,B2t30min
3.80333,0.014,B2t30min
3.80667,0.014,B2t30min
3.81,0.014,B2t30min
3.81333,0.014,B2t30min
3.81667,0.014,B2t30min
3.82,0.014,B2t30min
3.82333,0.014,B2t30min
3.82667,0.014,B2t30min
3.83,0.014,B2t30min
3.83333,0.014,B2t30min
3.83667,0.014,B2t30min
3.84,0.014,B2t30min
3.84333,0.014,B2t30min
3.84667,0.014,B2t30min
3.85,0.014,B2t30min
3.85333,0.014,B2t30min
3.85667,0.014,B2t30min
3.86,0.014,B2t30min
3.86333,0.014,B2t30min
3.86667,0.014,B2t30min
3.87,0.014,B2t30min
3.87333,0.014,B2t30min
3.87667,0.013,B2t30min
3.88,0.012,B2t30min
3.88333,0.012,B2t30min
3.88667,0.012,B2t30min
3.89,0.011,B2t30min
3.89333,0.011,B2t30min
3.89667,0.011,B2t30min
3.9,0.011,B2t30min
3.90333,0.011,B2t30min
3.90667,0.011,B2t30min
3.91,0.011,B2t30min
3.91333,0.011,B2t30min
3.91667,0.011,B2t30min
3.92,0.011,B2t30min
3.92333,0.011,B2t30min
3.92667,0.011,B2t30min
3.93,0.011,B2t30min
3.93333,0.011,B2t30min
3.93667,0.011,B2t30min
3.94,0.011,B2t30min
3.94333,0.011,B2t30min
3.94667,0.011,B2t30min
3.95,0.011,B2t30min
3.95333,0.011,B2t30min
3.95667,0.011,B2t30min
3.96,0.011,B2t30min
3.96333,0.011,B2t30min
3.96667,0.011,B2t30min
3.97,0.011,B2t30min
3.97333,0.011,B2t30min
3.97667,0.011,B2t30min
3.98,0.011,B2t30min
3.98333,0.011,B2t30min
3.98667,0.011,B2t30min
3.99,0.011,B2t30min
3.99333,0.011,B2t30min
3.99667,0.01,B2t30min
4,0.009,B2t30min
4.00333,0.009,B2t30min
4.00667,0.008,B2t30min
4.01,0.008,B2t30min
4.01333,0.008,B2t30min
4.01667,0.008,B2t30min
4.02,0.008,B2t30min
4.02333,0.008,B2t30min
4.02667,0.008,B2t30min
4.03,0.008,B2t30min
4.03333,0.008,B2t30min
4.03667,0.008,B2t30min
4.04,0.008,B2t30min
4.04333,0.008,B2t30min
4.04667,0.008,B2t30min
4.05,0.007,B2t30min
4.05333,0.007,B2t30min
4.05667,0.007,B2t30min
4.06,0.007,B2t30min
4.06333,0.007,B2t30min
4.06667,0.007,B2t30min
4.07,0.007,B2t30min
4.07333,0.007,B2t30min
4.07667,0.007,B2t30min
4.08,0.007,B2t30min
4.08333,0.007,B2t30min
4.08667,0.007,B2t30min
4.09,0.007,B2t30min
4.09333,0.007,B2t30min
4.09667,0.007,B2t30min
4.1,0.007,B2t30min
4.10333,0.007,B2t30min
4.10667,0.007,B2t30min
4.11,0.007,B2t30min
4.11333,0.007,B2t30min
4.11667,0.007,B2t30min
4.12,0.007,B2t30min
4.12333,0.007,B2t30min
4.12667,0.007,B2t30min
4.13,0.007,B2t30min
4.13333,0.007,B2t30min
4.13667,0.007,B2t30min
4.14,0.007,B2t30min
4.14333,0.007,B2t30min
4.14667,0.007,B2t30min
4.15,0.007,B2t30min
4.15333,0.007,B2t30min
4.15667,0.007,B2t30min
4.16,0.007,B2t30min
4.16333,0.007,B2t30min
4.16667,0.007,B2t30min
4.17,0.007,B2t30min
4.17333,0.007,B2t30min
4.17667,0.007,B2t30min
4.18,0.007,B2t30min
4.18333,0.006,B2t30min
4.18667,0.006,B2t30min
4.19,0.006,B2t30min
4.19333,0.005,B2t30min
4.19667,0.004,B2t30min
4.2,0.004,B2t30min
4.20333,0.004,B2t30min
4.20667,0.004,B2t30min
4.21,0.004,B2t30min
4.21333,0.004,B2t30min
4.21667,0.004,B2t30min
4.22,0.004,B2t30min
4.22333,0.004,B2t30min
4.22667,0.004,B2t30min
4.23,0.004,B2t30min
4.23333,0.004,B2t30min
4.23667,0.003,B2t30min
4.24,0.003,B2t30min
4.24333,0.003,B2t30min
4.24667,0.003,B2t30min
4.25,0.003,B2t30min
4.25333,0.002,B2t30min
4.25667,0.002,B2t30min
4.26,0.002,B2t30min
4.26333,0.002,B2t30min
4.26667,0.002,B2t30min
4.27,0.002,B2t30min
4.27333,0.002,B2t30min
4.27667,0.002,B2t30min
4.28,0.002,B2t30min
4.28333,0.002,B2t30min
4.28667,0.002,B2t30min
4.29,0.002,B2t30min
4.29333,0.002,B2t30min
4.29667,0.002,B2t30min
4.3,0.002,B2t30min
4.30333,0.002,B2t30min
4.30667,0.002,B2t30min
4.31,0.002,B2t30min
4.31333,0.002,B2t30min
4.31667,0.002,B2t30min
4.32,0.002,B2t30min
4.32333,0.002,B2t30min
4.32667,0.002,B2t30min
4.33,0.002,B2t30min
4.33333,0.002,B2t30min
4.33667,0.002,B2t30min
4.34,0.002,B2t30min
4.34333,0.002,B2t30min
4.34667,0.002,B2t30min
4.35,0.002,B2t30min
4.35333,0.002,B2t30min
4.35667,0.002,B2t30min
4.36,0.002,B2t30min
4.36333,0.002,B2t30min
4.36667,0.002,B2t30min
4.37,0.002,B2t30min
4.37333,0.002,B2t30min
4.37667,0.002,B2t30min
4.38,0.002,B2t30min
4.38333,0.002,B2t30min
4.38667,0.002,B2t30min
4.39,0.002,B2t30min
4.39333,0.002,B2t30min
4.39667,0.002,B2t30min
4.4,0.002,B2t30min
4.40333,0.002,B2t30min
4.40667,0.002,B2t30min
4.41,0.002,B2t30min
4.41333,0.002,B2t30min
4.41667,0.002,B2t30min
4.42,0.001,B2t30min
4.42333,0,B2t30min
4.42667,-0.001,B2t30min
4.43,-0.001,B2t30min
4.43333,-0.001,B2t30min
4.43667,-0.001,B2t30min
4.44,-0.002,B2t30min
4.44333,-0.002,B2t30min
4.44667,-0.002,B2t30min
4.45,-0.002,B2t30min
4.45333,-0.002,B2t30min
4.45667,-0.002,B2t30min
4.46,-0.002,B2t30min
4.46333,-0.002,B2t30min
4.46667,-0.002,B2t30min
4.47,-0.002,B2t30min
4.47333,-0.002,B2t30min
4.47667,-0.002,B2t30min
4.48,-0.002,B2t30min
4.48333,-0.002,B2t30min
4.48667,-0.003,B2t30min
4.49,-0.003,B2t30min
4.49333,-0.003,B2t30min
4.49667,-0.003,B2t30min
4.5,-0.003,B2t30min
4.50333,-0.003,B2t30min
4.50667,-0.003,B2t30min
4.51,-0.003,B2t30min
4.51333,-0.003,B2t30min
4.51667,-0.003,B2t30min
4.52,-0.003,B2t30min
4.52333,-0.003,B2t30min
4.52667,-0.003,B2t30min
4.53,-0.003,B2t30min
4.53333,-0.003,B2t30min
4.53667,-0.003,B2t30min
4.54,-0.003,B2t30min
4.54333,-0.003,B2t30min
4.54667,-0.003,B2t30min
4.55,-0.003,B2t30min
4.55333,-0.003,B2t30min
4.55667,-0.003,B2t30min
4.56,-0.003,B2t30min
4.56333,-0.003,B2t30min
4.56667,-0.003,B2t30min
4.57,-0.003,B2t30min
4.57333,-0.003,B2t30min
4.57667,-0.003,B2t30min
4.58,-0.003,B2t30min
4.58333,-0.003,B2t30min
4.58667,-0.003,B2t30min
4.59,-0.003,B2t30min
4.59333,-0.003,B2t30min
4.59667,-0.003,B2t30min
4.6,-0.003,B2t30min
4.60333,-0.003,B2t30min
4.60667,-0.003,B2t30min
4.61,-0.003,B2t30min
4.61333,-0.003,B2t30min
4.61667,-0.003,B2t30min
4.62,-0.004,B2t30min
4.62333,-0.004,B2t30min
4.62667,-0.004,B2t30min
4.63,-0.004,B2t30min
4.63333,-0.004,B2t30min
4.63667,-0.004,B2t30min
4.64,-0.004,B2t30min
4.64333,-0.004,B2t30min
4.64667,-0.004,B2t30min
4.65,-0.004,B2t30min
4.65333,-0.004,B2t30min
4.65667,-0.004,B2t30min
4.66,-0.004,B2t30min
4.66333,-0.004,B2t30min
4.66667,-0.004,B2t30min
4.67,-0.004,B2t30min
4.67333,-0.004,B2t30min
4.67667,-0.005,B2t30min
4.68,-0.006,B2t30min
4.68333,-0.006,B2t30min
4.68667,-0.006,B2t30min
4.69,-0.006,B2t30min
4.69333,-0.006,B2t30min
4.69667,-0.007,B2t30min
4.7,-0.008,B2t30min
4.70333,-0.008,B2t30min
4.70667,-0.008,B2t30min
4.71,-0.008,B2t30min
4.71333,-0.008,B2t30min
4.71667,-0.008,B2t30min
4.72,-0.008,B2t30min
4.72333,-0.008,B2t30min
4.72667,-0.008,B2t30min
4.73,-0.008,B2t30min
4.73333,-0.008,B2t30min
4.73667,-0.009,B2t30min
4.74,-0.009,B2t30min
4.74333,-0.009,B2t30min
4.74667,-0.009,B2t30min
4.75,-0.009,B2t30min
4.75333,-0.009,B2t30min
4.75667,-0.009,B2t30min
4.76,-0.009,B2t30min
4.76333,-0.009,B2t30min
4.76667,-0.009,B2t30min
4.77,-0.009,B2t30min
4.77333,-0.009,B2t30min
4.77667,-0.01,B2t30min
4.78,-0.011,B2t30min
4.78333,-0.011,B2t30min
4.78667,-0.012,B2t30min
4.79,-0.012,B2t30min
4.79333,-0.012,B2t30min
4.79667,-0.013,B2t30min
4.8,-0.013,B2t30min
4.80333,-0.013,B2t30min
4.80667,-0.013,B2t30min
4.81,-0.013,B2t30min
4.81333,-0.013,B2t30min
4.81667,-0.013,B2t30min
4.82,-0.013,B2t30min
4.82333,-0.013,B2t30min
4.82667,-0.013,B2t30min
4.83,-0.013,B2t30min
4.83333,-0.013,B2t30min
4.83667,-0.013,B2t30min
4.84,-0.013,B2t30min
4.84333,-0.013,B2t30min
4.84667,-0.013,B2t30min
4.85,-0.013,B2t30min
4.85333,-0.013,B2t30min
4.85667,-0.013,B2t30min
4.86,-0.013,B2t30min
4.86333,-0.013,B2t30min
4.86667,-0.013,B2t30min
4.87,-0.013,B2t30min
4.87333,-0.013,B2t30min
4.87667,-0.013,B2t30min
4.88,-0.013,B2t30min
4.88333,-0.013,B2t30min
4.88667,-0.013,B2t30min
4.89,-0.013,B2t30min
4.89333,-0.013,B2t30min
4.89667,-0.013,B2t30min
4.9,-0.013,B2t30min
4.90333,-0.013,B2t30min
4.90667,-0.013,B2t30min
4.91,-0.013,B2t30min
4.91333,-0.013,B2t30min
4.91667,-0.013,B2t30min
4.92,-0.013,B2t30min
4.92333,-0.013,B2t30min
4.92667,-0.013,B2t30min
4.93,-0.013,B2t30min
4.93333,-0.013,B2t30min
4.93667,-0.013,B2t30min
4.94,-0.013,B2t30min
4.94333,-0.013,B2t30min
4.94667,-0.013,B2t30min
4.95,-0.013,B2t30min
4.95333,-0.013,B2t30min
4.95667,-0.013,B2t30min
4.96,-0.013,B2t30min
4.96333,-0.013,B2t30min
4.96667,-0.013,B2t30min
4.97,-0.013,B2t30min
4.97333,-0.013,B2t30min
4.97667,-0.013,B2t30min
4.98,-0.013,B2t30min
4.98333,-0.013,B2t30min
4.98667,-0.013,B2t30min
4.99,-0.013,B2t30min
4.99333,-0.013,B2t30min
4.99667,-0.013,B2t30min
5,-0.013,B2t30min
5.00333,-0.013,B2t30min
5.00667,-0.013,B2t30min
5.01,-0.013,B2t30min
5.01333,-0.013,B2t30min
5.01667,-0.013,B2t30min
5.02,-0.013,B2t30min
5.02333,-0.013,B2t30min
5.02667,-0.013,B2t30min
5.03,-0.013,B2t30min
5.03333,-0.013,B2t30min
5.03667,-0.013,B2t30min
5.04,-0.013,B2t30min
5.04333,-0.013,B2t30min
5.04667,-0.013,B2t30min
5.05,-0.013,B2t30min
5.05333,-0.013,B2t30min
5.05667,-0.013,B2t30min
5.06,-0.013,B2t30min
5.06333,-0.013,B2t30min
5.06667,-0.013,B2t30min
5.07,-0.013,B2t30min
5.07333,-0.013,B2t30min
5.07667,-0.013,B2t30min
5.08,-0.013,B2t30min
5.08333,-0.013,B2t30min
5.08667,-0.013,B2t30min
5.09,-0.013,B2t30min
5.09333,-0.013,B2t30min
5.09667,-0.013,B2t30min
5.1,-0.013,B2t30min
5.10333,-0.013,B2t30min
5.10667,-0.012,B2t30min
5.11,-0.012,B2t30min
5.11333,-0.011,B2t30min
5.11667,-0.01,B2t30min
5.12,-0.009,B2t30min
5.12333,-0.009,B2t30min
5.12667,-0.009,B2t30min
5.13,-0.009,B2t30min
5.13333,-0.009,B2t30min
5.13667,-0.009,B2t30min
5.14,-0.009,B2t30min
5.14333,-0.009,B2t30min
5.14667,-0.009,B2t30min
5.15,-0.009,B2t30min
5.15333,-0.009,B2t30min
5.15667,-0.009,B2t30min
5.16,-0.009,B2t30min
5.16333,-0.009,B2t30min
5.16667,-0.009,B2t30min
5.17,-0.009,B2t30min
5.17333,-0.009,B2t30min
5.17667,-0.009,B2t30min
5.18,-0.009,B2t30min
5.18333,-0.009,B2t30min
5.18667,-0.009,B2t30min
5.19,-0.009,B2t30min
5.19333,-0.009,B2t30min
5.19667,-0.009,B2t30min
5.2,-0.009,B2t30min
5.20333,-0.009,B2t30min
5.20667,-0.009,B2t30min
5.21,-0.009,B2t30min
5.21333,-0.009,B2t30min
5.21667,-0.009,B2t30min
5.22,-0.009,B2t30min
5.22333,-0.009,B2t30min
5.22667,-0.009,B2t30min
5.23,-0.009,B2t30min
5.23333,-0.009,B2t30min
5.23667,-0.009,B2t30min
5.24,-0.009,B2t30min
5.24333,-0.009,B2t30min
5.24667,-0.009,B2t30min
5.25,-0.009,B2t30min
5.25333,-0.009,B2t30min
5.25667,-0.009,B2t30min
5.26,-0.009,B2t30min
5.26333,-0.009,B2t30min
5.26667,-0.009,B2t30min
5.27,-0.009,B2t30min
5.27333,-0.009,B2t30min
5.27667,-0.009,B2t30min
5.28,-0.009,B2t30min
5.28333,-0.009,B2t30min
5.28667,-0.009,B2t30min
5.29,-0.009,B2t30min
5.29333,-0.009,B2t30min
5.29667,-0.009,B2t30min
5.3,-0.009,B2t30min
5.30333,-0.009,B2t30min
5.30667,-0.009,B2t30min
5.31,-0.009,B2t30min
5.31333,-0.009,B2t30min
5.31667,-0.009,B2t30min
5.32,-0.009,B2t30min
5.32333,-0.009,B2t30min
5.32667,-0.009,B2t30min
5.33,-0.009,B2t30min
5.33333,-0.009,B2t30min
5.33667,-0.009,B2t30min
5.34,-0.009,B2t30min
5.34333,-0.009,B2t30min
5.34667,-0.009,B2t30min
5.35,-0.009,B2t30min
5.35333,-0.009,B2t30min
5.35667,-0.009,B2t30min
5.36,-0.009,B2t30min
5.36333,-0.009,B2t30min
5.36667,-0.009,B2t30min
5.37,-0.008,B2t30min
5.37333,-0.007,B2t30min
5.37667,-0.007,B2t30min
5.38,-0.006,B2t30min
5.38333,-0.005,B2t30min
5.38667,-0.005,B2t30min
5.39,-0.005,B2t30min
5.39333,-0.005,B2t30min
5.39667,-0.005,B2t30min
5.4,-0.004,B2t30min
5.40333,-0.004,B2t30min
5.40667,-0.004,B2t30min
5.41,-0.004,B2t30min
5.41333,-0.004,B2t30min
5.41667,-0.004,B2t30min
5.42,-0.004,B2t30min
5.42333,-0.004,B2t30min
5.42667,-0.004,B2t30min
5.43,-0.004,B2t30min
5.43333,-0.004,B2t30min
5.43667,-0.004,B2t30min
5.44,-0.004,B2t30min
5.44333,-0.004,B2t30min
5.44667,-0.004,B2t30min
5.45,-0.004,B2t30min
5.45333,-0.004,B2t30min
5.45667,-0.004,B2t30min
5.46,-0.004,B2t30min
5.46333,-0.004,B2t30min
5.46667,-0.004,B2t30min
5.47,-0.004,B2t30min
5.47333,-0.004,B2t30min
5.47667,-0.004,B2t30min
5.48,-0.004,B2t30min
5.48333,-0.004,B2t30min
5.48667,-0.004,B2t30min
5.49,-0.004,B2t30min
5.49333,-0.004,B2t30min
5.49667,-0.004,B2t30min
5.5,-0.004,B2t30min
5.50333,-0.004,B2t30min
5.50667,-0.004,B2t30min
5.51,-0.004,B2t30min
5.51333,-0.004,B2t30min
5.51667,-0.004,B2t30min
5.52,-0.004,B2t30min
5.52333,-0.004,B2t30min
5.52667,-0.004,B2t30min
5.53,-0.004,B2t30min
5.53333,-0.004,B2t30min
5.53667,-0.004,B2t30min
5.54,-0.004,B2t30min
5.54333,-0.004,B2t30min
5.54667,-0.004,B2t30min
5.55,-0.004,B2t30min
5.55333,-0.004,B2t30min
5.55667,-0.004,B2t30min
5.56,-0.004,B2t30min
5.56333,-0.004,B2t30min
5.56667,-0.004,B2t30min
5.57,-0.004,B2t30min
5.57333,-0.004,B2t30min
5.57667,-0.004,B2t30min
5.58,-0.004,B2t30min
5.58333,-0.004,B2t30min
5.58667,-0.004,B2t30min
5.59,-0.004,B2t30min
5.59333,-0.004,B2t30min
5.59667,-0.004,B2t30min
5.6,-0.004,B2t30min
5.60333,-0.004,B2t30min
5.60667,-0.004,B2t30min
5.61,-0.004,B2t30min
5.61333,-0.004,B2t30min
5.61667,-0.004,B2t30min
5.62,-0.004,B2t30min
5.62333,-0.004,B2t30min
5.62667,-0.004,B2t30min
5.63,-0.004,B2t30min
5.63333,-0.004,B2t30min
5.63667,-0.004,B2t30min
5.64,-0.004,B2t30min
5.64333,-0.004,B2t30min
5.64667,-0.004,B2t30min
5.65,-0.004,B2t30min
5.65333,-0.004,B2t30min
5.65667,-0.003,B2t30min
5.66,-0.003,B2t30min
5.66333,-0.003,B2t30min
5.66667,-0.003,B2t30min
5.67,-0.003,B2t30min
5.67333,-0.003,B2t30min
5.67667,-0.003,B2t30min
5.68,-0.001,B2t30min
5.68333,0.001,B2t30min
5.68667,0.001,B2t30min
5.69,0.001,B2t30min
5.69333,0.001,B2t30min
5.69667,0.001,B2t30min
5.7,0.001,B2t30min
5.70333,0.001,B2t30min
5.70667,0.001,B2t30min
5.71,0.001,B2t30min
5.71333,0.001,B2t30min
5.71667,0.002,B2t30min
5.72,0.002,B2t30min
5.72333,0.002,B2t30min
5.72667,0.002,B2t30min
5.73,0.002,B2t30min
5.73333,0.002,B2t30min
5.73667,0.002,B2t30min
5.74,0.002,B2t30min
5.74333,0.002,B2t30min
5.74667,0.002,B2t30min
5.75,0.002,B2t30min
5.75333,0.003,B2t30min
5.75667,0.003,B2t30min
5.76,0.003,B2t30min
5.76333,0.004,B2t30min
5.76667,0.006,B2t30min
5.77,0.007,B2t30min
5.77333,0.007,B2t30min
5.77667,0.007,B2t30min
5.78,0.007,B2t30min
5.78333,0.007,B2t30min
5.78667,0.007,B2t30min
5.79,0.008,B2t30min
5.79333,0.008,B2t30min
5.79667,0.008,B2t30min
5.8,0.008,B2t30min
5.80333,0.009,B2t30min
5.80667,0.01,B2t30min
5.81,0.01,B2t30min
5.81333,0.01,B2t30min
5.81667,0.01,B2t30min
5.82,0.01,B2t30min
5.82333,0.01,B2t30min
5.82667,0.01,B2t30min
5.83,0.01,B2t30min
5.83333,0.01,B2t30min
5.83667,0.01,B2t30min
5.84,0.01,B2t30min
5.84333,0.01,B2t30min
5.84667,0.01,B2t30min
5.85,0.011,B2t30min
5.85333,0.011,B2t30min
5.85667,0.011,B2t30min
5.86,0.012,B2t30min
5.86333,0.012,B2t30min
5.86667,0.013,B2t30min
5.87,0.015,B2t30min
5.87333,0.015,B2t30min
5.87667,0.015,B2t30min
5.88,0.015,B2t30min
5.88333,0.015,B2t30min
5.88667,0.015,B2t30min
5.89,0.015,B2t30min
5.89333,0.016,B2t30min
5.89667,0.016,B2t30min
5.9,0.016,B2t30min
5.90333,0.016,B2t30min
5.90667,0.016,B2t30min
5.91,0.017,B2t30min
5.91333,0.017,B2t30min
5.91667,0.017,B2t30min
5.92,0.017,B2t30min
5.92333,0.017,B2t30min
5.92667,0.017,B2t30min
5.93,0.017,B2t30min
5.93333,0.017,B2t30min
5.93667,0.017,B2t30min
5.94,0.017,B2t30min
5.94333,0.017,B2t30min
5.94667,0.017,B2t30min
5.95,0.017,B2t30min
5.95333,0.017,B2t30min
5.95667,0.017,B2t30min
5.96,0.017,B2t30min
5.96333,0.017,B2t30min
5.96667,0.017,B2t30min
5.97,0.017,B2t30min
5.97333,0.017,B2t30min
5.97667,0.017,B2t30min
5.98,0.017,B2t30min
5.98333,0.017,B2t30min
5.98667,0.017,B2t30min
5.99,0.017,B2t30min
5.99333,0.017,B2t30min
5.99667,0.017,B2t30min
6,0.017,B2t30min
6.00333,0.017,B2t30min
6.00667,0.017,B2t30min
6.01,0.017,B2t30min
6.01333,0.017,B2t30min
6.01667,0.017,B2t30min
6.02,0.017,B2t30min
6.02333,0.017,B2t30min
6.02667,0.017,B2t30min
6.03,0.018,B2t30min
6.03333,0.018,B2t30min
6.03667,0.018,B2t30min
6.04,0.02,B2t30min
6.04333,0.02,B2t30min
6.04667,0.02,B2t30min
6.05,0.02,B2t30min
6.05333,0.02,B2t30min
6.05667,0.02,B2t30min
6.06,0.02,B2t30min
6.06333,0.02,B2t30min
6.06667,0.02,B2t30min
6.07,0.02,B2t30min
6.07333,0.02,B2t30min
6.07667,0.02,B2t30min
6.08,0.02,B2t30min
6.08333,0.02,B2t30min
6.08667,0.02,B2t30min
6.09,0.02,B2t30min
6.09333,0.02,B2t30min
6.09667,0.02,B2t30min
6.1,0.021,B2t30min
6.10333,0.021,B2t30min
6.10667,0.021,B2t30min
6.11,0.021,B2t30min
6.11333,0.021,B2t30min
6.11667,0.021,B2t30min
6.12,0.021,B2t30min
6.12333,0.021,B2t30min
6.12667,0.021,B2t30min
6.13,0.021,B2t30min
6.13333,0.021,B2t30min
6.13667,0.021,B2t30min
6.14,0.021,B2t30min
6.14333,0.021,B2t30min
6.14667,0.022,B2t30min
6.15,0.022,B2t30min
6.15333,0.022,B2t30min
6.15667,0.022,B2t30min
6.16,0.022,B2t30min
6.16333,0.022,B2t30min
6.16667,0.022,B2t30min
6.17,0.022,B2t30min
6.17333,0.022,B2t30min
6.17667,0.022,B2t30min
6.18,0.022,B2t30min
6.18333,0.022,B2t30min
6.18667,0.022,B2t30min
6.19,0.022,B2t30min
6.19333,0.022,B2t30min
