DiffTime,Value,Description
6.19667,0.023,B2t30min
6.2,0.024,B2t30min
6.20333,0.025,B2t30min
6.20667,0.026,B2t30min
6.21,0.026,B2t30min
6.21333,0.026,B2t30min
6.21667,0.026,B2t30min
6.22,0.026,B2t30min
6.22333,0.026,B2t30min
6.22667,0.026,B2t30min
6.23,0.026,B2t30min
6.23333,0.027,B2t30min
6.23667,0.027,B2t30min
6.24,0.027,B2t30min
6.24333,0.027,B2t30min
6.24667,0.027,B2t30min
6.25,0.027,B2t30min
6.25333,0.027,B2t30min
6.25667,0.027,B2t30min
6.26,0.027,B2t30min
6.26333,0.027,B2t30min
6.26667,0.027,B2t30min
6.27,0.027,B2t30min
6.27333,0.027,B2t30min
6.27667,0.027,B2t30min
6.28,0.027,B2t30min
6.28333,0.027,B2t30min
6.28667,0.027,B2t30min
6.29,0.028,B2t30min
6.29333,0.028,B2t30min
6.29667,0.029,B2t30min
6.3,0.03,B2t30min
6.30333,0.03,B2t30min
6.30667,0.03,B2t30min
6.31,0.03,B2t30min
6.31333,0.031,B2t30min
6.31667,0.032,B2t30min
6.32,0.033,B2t30min
6.32333,0.033,B2t30min
6.32667,0.035,B2t30min
6.33,0.035,B2t30min
6.33333,0.035,B2t30min
6.33667,0.035,B2t30min
6.34,0.035,B2t30min
6.34333,0.035,B2t30min
6.34667,0.035,B2t30min
6.35,0.035,B2t30min
6.35333,0.035,B2t30min
6.35667,0.036,B2t30min
6.36,0.036,B2t30min
6.36333,0.036,B2t30min
6.36667,0.036,B2t30min
6.37,0.036,B2t30min
6.37333,0.036,B2t30min
6.37667,0.036,B2t30min
6.38,0.036,B2t30min
6.38333,0.036,B2t30min
6.38667,0.036,B2t30min
6.39,0.037,B2t30min
6.39333,0.037,B2t30min
6.39667,0.038,B2t30min
6.4,0.038,B2t30min
6.40333,0.04,B2t30min
6.40667,0.042,B2t30min
6.41,0.042,B2t30min
6.41333,0.043,B2t30min
6.41667,0.045,B2t30min
6.42,0.046,B2t30min
6.42333,0.047,B2t30min
6.42667,0.048,B2t30min
6.43,0.05,B2t30min
6.43333,0.051,B2t30min
6.43667,0.052,B2t30min
6.44,0.052,B2t30min
6.44333,0.052,B2t30min
6.44667,0.054,B2t30min
6.45,0.056,B2t30min
6.45333,0.057,B2t30min
6.45667,0.057,B2t30min
6.46,0.058,B2t30min
6.46333,0.06,B2t30min
6.46667,0.061,B2t30min
6.47,0.062,B2t30min
6.47333,0.063,B2t30min
6.47667,0.064,B2t30min
6.48,0.066,B2t30min
6.48333,0.066,B2t30min
6.48667,0.067,B2t30min
6.49,0.067,B2t30min
6.49333,0.067,B2t30min
6.49667,0.068,B2t30min
6.5,0.068,B2t30min
6.50333,0.07,B2t30min
6.50667,0.071,B2t30min
6.51,0.072,B2t30min
6.51333,0.072,B2t30min
6.51667,0.072,B2t30min
6.52,0.072,B2t30min
6.52333,0.072,B2t30min
6.52667,0.072,B2t30min
6.53,0.073,B2t30min
6.53333,0.075,B2t30min
6.53667,0.077,B2t30min
6.54,0.077,B2t30min
6.54333,0.077,B2t30min
6.54667,0.078,B2t30min
6.55,0.078,B2t30min
6.55333,0.078,B2t30min
6.55667,0.078,B2t30min
6.56,0.078,B2t30min
6.56333,0.079,B2t30min
6.56667,0.081,B2t30min
6.57,0.082,B2t30min
6.57333,0.082,B2t30min
6.57667,0.082,B2t30min
6.58,0.083,B2t30min
6.58333,0.084,B2t30min
6.58667,0.085,B2t30min
6.59,0.086,B2t30min
6.59333,0.087,B2t30min
6.59667,0.088,B2t30min
6.6,0.089,B2t30min
6.60333,0.09,B2t30min
6.60667,0.091,B2t30min
6.61,0.092,B2t30min
6.61333,0.093,B2t30min
6.61667,0.093,B2t30min
6.62,0.093,B2t30min
6.62333,0.093,B2t30min
6.62667,0.093,B2t30min
6.63,0.093,B2t30min
6.63333,0.093,B2t30min
6.63667,0.093,B2t30min
6.64,0.093,B2t30min
6.64333,0.093,B2t30min
6.64667,0.094,B2t30min
6.65,0.096,B2t30min
6.65333,0.097,B2t30min
6.65667,0.097,B2t30min
6.66,0.098,B2t30min
6.66333,0.098,B2t30min
6.66667,0.1,B2t30min
6.67,0.101,B2t30min
6.67333,0.101,B2t30min
6.67667,0.101,B2t30min
6.68,0.102,B2t30min
6.68333,0.104,B2t30min
6.68667,0.106,B2t30min
6.69,0.106,B2t30min
6.69333,0.107,B2t30min
6.69667,0.107,B2t30min
6.7,0.107,B2t30min
6.70333,0.108,B2t30min
6.70667,0.108,B2t30min
6.71,0.11,B2t30min
6.71333,0.111,B2t30min
6.71667,0.111,B2t30min
6.72,0.112,B2t30min
6.72333,0.114,B2t30min
6.72667,0.116,B2t30min
6.73,0.116,B2t30min
6.73333,0.117,B2t30min
6.73667,0.117,B2t30min
6.74,0.117,B2t30min
6.74333,0.118,B2t30min
6.74667,0.118,B2t30min
6.75,0.118,B2t30min
6.75333,0.118,B2t30min
6.75667,0.118,B2t30min
6.76,0.12,B2t30min
6.76333,0.121,B2t30min
6.76667,0.121,B2t30min
6.77,0.122,B2t30min
6.77333,0.124,B2t30min
6.77667,0.126,B2t30min
6.78,0.126,B2t30min
6.78333,0.127,B2t30min
6.78667,0.127,B2t30min
6.79,0.128,B2t30min
6.79333,0.128,B2t30min
6.79667,0.128,B2t30min
6.8,0.128,B2t30min
6.80333,0.128,B2t30min
6.80667,0.128,B2t30min
6.81,0.128,B2t30min
6.81333,0.128,B2t30min
6.81667,0.128,B2t30min
6.82,0.128,B2t30min
6.82333,0.128,B2t30min
6.82667,0.13,B2t30min
6.83,0.131,B2t30min
6.83333,0.131,B2t30min
6.83667,0.131,B2t30min
6.84,0.131,B2t30min
6.84333,0.131,B2t30min
6.84667,0.131,B2t30min
6.85,0.131,B2t30min
6.85333,0.131,B2t30min
6.85667,0.131,B2t30min
6.86,0.132,B2t30min
6.86333,0.132,B2t30min
6.86667,0.132,B2t30min
6.87,0.132,B2t30min
6.87333,0.133,B2t30min
6.87667,0.133,B2t30min
6.88,0.133,B2t30min
6.88333,0.133,B2t30min
6.88667,0.133,B2t30min
6.89,0.133,B2t30min
6.89333,0.133,B2t30min
6.89667,0.133,B2t30min
6.9,0.133,B2t30min
6.90333,0.133,B2t30min
6.90667,0.133,B2t30min
6.91,0.133,B2t30min
6.91333,0.133,B2t30min
6.91667,0.133,B2t30min
6.92,0.133,B2t30min
6.92333,0.133,B2t30min
6.92667,0.133,B2t30min
6.93,0.133,B2t30min
6.93333,0.133,B2t30min
6.93667,0.133,B2t30min
6.94,0.133,B2t30min
6.94333,0.133,B2t30min
6.94667,0.133,B2t30min
6.95,0.133,B2t30min
6.95333,0.133,B2t30min
6.95667,0.133,B2t30min
6.96,0.133,B2t30min
6.96333,0.132,B2t30min
6.96667,0.132,B2t30min
6.97,0.132,B2t30min
6.97333,0.132,B2t30min
6.97667,0.13,B2t30min
6.98,0.129,B2t30min
6.98333,0.129,B2t30min
6.98667,0.128,B2t30min
6.99,0.127,B2t30min
6.99333,0.126,B2t30min
6.99667,0.126,B2t30min
7,0.125,B2t30min
7.00333,0.123,B2t30min
7.00667,0.123,B2t30min
7.01,0.121,B2t30min
7.01333,0.121,B2t30min
7.01667,0.121,B2t30min
7.02,0.12,B2t30min
7.02333,0.119,B2t30min
7.02667,0.119,B2t30min
7.03,0.119,B2t30min
7.03333,0.119,B2t30min
7.03667,0.118,B2t30min
7.04,0.117,B2t30min
7.04333,0.116,B2t30min
7.04667,0.116,B2t30min
7.05,0.116,B2t30min
7.05333,0.116,B2t30min
7.05667,0.115,B2t30min
7.06,0.113,B2t30min
7.06333,0.112,B2t30min
7.06667,0.112,B2t30min
7.07,0.112,B2t30min
7.07333,0.112,B2t30min
7.07667,0.111,B2t30min
7.08,0.111,B2t30min
7.08333,0.111,B2t30min
7.08667,0.11,B2t30min
7.09,0.109,B2t30min
7.09333,0.109,B2t30min
7.09667,0.108,B2t30min
7.1,0.107,B2t30min
7.10333,0.107,B2t30min
7.10667,0.107,B2t30min
7.11,0.107,B2t30min
7.11333,0.106,B2t30min
7.11667,0.104,B2t30min
7.12,0.103,B2t30min
7.12333,0.103,B2t30min
7.12667,0.102,B2t30min
7.13,0.102,B2t30min
7.13333,0.101,B2t30min
7.13667,0.101,B2t30min
7.14,0.101,B2t30min
7.14333,0.101,B2t30min
7.14667,0.101,B2t30min
7.15,0.099,B2t30min
7.15333,0.099,B2t30min
7.15667,0.099,B2t30min
7.16,0.097,B2t30min
7.16333,0.097,B2t30min
7.16667,0.096,B2t30min
7.17,0.096,B2t30min
7.17333,0.096,B2t30min
7.17667,0.096,B2t30min
7.18,0.096,B2t30min
7.18333,0.096,B2t30min
7.18667,0.096,B2t30min
7.19,0.094,B2t30min
7.19333,0.094,B2t30min
7.19667,0.094,B2t30min
7.2,0.093,B2t30min
7.20333,0.092,B2t30min
7.20667,0.092,B2t30min
7.21,0.092,B2t30min
7.21333,0.091,B2t30min
7.21667,0.091,B2t30min
7.22,0.089,B2t30min
7.22333,0.089,B2t30min
7.22667,0.089,B2t30min
7.23,0.089,B2t30min
7.23333,0.089,B2t30min
7.23667,0.089,B2t30min
7.24,0.088,B2t30min
7.24333,0.087,B2t30min
7.24667,0.085,B2t30min
7.25,0.084,B2t30min
7.25333,0.084,B2t30min
7.25667,0.084,B2t30min
7.26,0.084,B2t30min
7.26333,0.084,B2t30min
7.26667,0.084,B2t30min
7.27,0.084,B2t30min
7.27333,0.084,B2t30min
7.27667,0.084,B2t30min
7.28,0.084,B2t30min
7.28333,0.084,B2t30min
7.28667,0.084,B2t30min
7.29,0.083,B2t30min
7.29333,0.082,B2t30min
7.29667,0.081,B2t30min
7.3,0.081,B2t30min
7.30333,0.079,B2t30min
7.30667,0.079,B2t30min
7.31,0.079,B2t30min
7.31333,0.079,B2t30min
7.31667,0.079,B2t30min
7.32,0.079,B2t30min
7.32333,0.079,B2t30min
7.32667,0.079,B2t30min
7.33,0.079,B2t30min
7.33333,0.079,B2t30min
7.33667,0.078,B2t30min
7.34,0.077,B2t30min
7.34333,0.076,B2t30min
7.34667,0.076,B2t30min
7.35,0.076,B2t30min
7.35333,0.076,B2t30min
7.35667,0.076,B2t30min
7.36,0.076,B2t30min
7.36333,0.076,B2t30min
7.36667,0.076,B2t30min
7.37,0.076,B2t30min
7.37333,0.076,B2t30min
7.37667,0.076,B2t30min
7.38,0.076,B2t30min
7.38333,0.076,B2t30min
7.38667,0.076,B2t30min
7.39,0.076,B2t30min
7.39333,0.076,B2t30min
7.39667,0.076,B2t30min
7.4,0.076,B2t30min
7.40333,0.076,B2t30min
7.40667,0.076,B2t30min
7.41,0.076,B2t30min
7.41333,0.076,B2t30min
7.41667,0.076,B2t30min
7.42,0.076,B2t30min
7.42333,0.076,B2t30min
7.42667,0.076,B2t30min
7.43,0.076,B2t30min
7.43333,0.076,B2t30min
7.43667,0.076,B2t30min
7.44,0.076,B2t30min
7.44333,0.076,B2t30min
7.44667,0.076,B2t30min
7.45,0.076,B2t30min
7.45333,0.076,B2t30min
7.45667,0.076,B2t30min
7.46,0.076,B2t30min
7.46333,0.076,B2t30min
7.46667,0.076,B2t30min
7.47,0.076,B2t30min
7.47333,0.076,B2t30min
7.47667,0.076,B2t30min
7.48,0.076,B2t30min
7.48333,0.076,B2t30min
7.48667,0.074,B2t30min
7.49,0.073,B2t30min
7.49333,0.073,B2t30min
7.49667,0.073,B2t30min
7.5,0.073,B2t30min
7.50333,0.073,B2t30min
7.50667,0.073,B2t30min
7.51,0.073,B2t30min
7.51333,0.073,B2t30min
7.51667,0.073,B2t30min
7.52,0.073,B2t30min
7.52333,0.073,B2t30min
7.52667,0.073,B2t30min
7.53,0.073,B2t30min
7.53333,0.073,B2t30min
7.53667,0.073,B2t30min
7.54,0.073,B2t30min
7.54333,0.073,B2t30min
7.54667,0.073,B2t30min
7.55,0.073,B2t30min
7.55333,0.073,B2t30min
7.55667,0.073,B2t30min
7.56,0.073,B2t30min
7.56333,0.073,B2t30min
7.56667,0.073,B2t30min
7.57,0.073,B2t30min
7.57333,0.073,B2t30min
7.57667,0.073,B2t30min
7.58,0.073,B2t30min
7.58333,0.073,B2t30min
7.58667,0.073,B2t30min
7.59,0.073,B2t30min
7.59333,0.073,B2t30min
7.59667,0.073,B2t30min
7.6,0.073,B2t30min
7.60333,0.073,B2t30min
7.60667,0.073,B2t30min
7.61,0.073,B2t30min
7.61333,0.073,B2t30min
7.61667,0.073,B2t30min
7.62,0.073,B2t30min
7.62333,0.073,B2t30min
7.62667,0.073,B2t30min
7.63,0.073,B2t30min
7.63333,0.073,B2t30min
7.63667,0.073,B2t30min
7.64,0.073,B2t30min
7.64333,0.073,B2t30min
7.64667,0.073,B2t30min
7.65,0.073,B2t30min
7.65333,0.073,B2t30min
7.65667,0.073,B2t30min
7.66,0.073,B2t30min
7.66333,0.073,B2t30min
7.66667,0.073,B2t30min
7.67,0.073,B2t30min
7.67333,0.073,B2t30min
7.67667,0.074,B2t30min
7.68,0.075,B2t30min
7.68333,0.075,B2t30min
7.68667,0.075,B2t30min
7.69,0.075,B2t30min
7.69333,0.075,B2t30min
7.69667,0.076,B2t30min
7.7,0.076,B2t30min
7.70333,0.076,B2t30min
7.70667,0.076,B2t30min
7.71,0.076,B2t30min
7.71333,0.076,B2t30min
7.71667,0.076,B2t30min
7.72,0.076,B2t30min
7.72333,0.076,B2t30min
7.72667,0.076,B2t30min
7.73,0.076,B2t30min
7.73333,0.076,B2t30min
7.73667,0.076,B2t30min
7.74,0.076,B2t30min
7.74333,0.076,B2t30min
7.74667,0.077,B2t30min
7.75,0.077,B2t30min
7.75333,0.077,B2t30min
7.75667,0.077,B2t30min
7.76,0.077,B2t30min
7.76333,0.077,B2t30min
7.76667,0.078,B2t30min
7.77,0.08,B2t30min
7.77333,0.081,B2t30min
7.77667,0.081,B2t30min
7.78,0.081,B2t30min
7.78333,0.081,B2t30min
7.78667,0.082,B2t30min
7.79,0.082,B2t30min
7.79333,0.082,B2t30min
7.79667,0.082,B2t30min
7.8,0.082,B2t30min
7.80333,0.082,B2t30min
7.80667,0.082,B2t30min
7.81,0.082,B2t30min
7.81333,0.082,B2t30min
7.81667,0.082,B2t30min
7.82,0.082,B2t30min
7.82333,0.082,B2t30min
7.82667,0.082,B2t30min
7.83,0.082,B2t30min
7.83333,0.082,B2t30min
7.83667,0.082,B2t30min
7.84,0.082,B2t30min
7.84333,0.082,B2t30min
7.84667,0.082,B2t30min
7.85,0.082,B2t30min
7.85333,0.082,B2t30min
7.85667,0.082,B2t30min
7.86,0.082,B2t30min
7.86333,0.082,B2t30min
7.86667,0.082,B2t30min
7.87,0.082,B2t30min
7.87333,0.082,B2t30min
7.87667,0.082,B2t30min
7.88,0.082,B2t30min
7.88333,0.082,B2t30min
7.88667,0.082,B2t30min
7.89,0.082,B2t30min
7.89333,0.082,B2t30min
7.89667,0.082,B2t30min
7.9,0.082,B2t30min
7.90333,0.082,B2t30min
7.90667,0.082,B2t30min
7.91,0.082,B2t30min
7.91333,0.082,B2t30min
7.91667,0.082,B2t30min
7.92,0.082,B2t30min
7.92333,0.082,B2t30min
7.92667,0.082,B2t30min
7.93,0.082,B2t30min
7.93333,0.082,B2t30min
7.93667,0.082,B2t30min
7.94,0.082,B2t30min
7.94333,0.082,B2t30min
7.94667,0.082,B2t30min
7.95,0.082,B2t30min
7.95333,0.082,B2t30min
7.95667,0.082,B2t30min
7.96,0.082,B2t30min
7.96333,0.082,B2t30min
7.96667,0.082,B2t30min
7.97,0.082,B2t30min
7.97333,0.082,B2t30min
7.97667,0.082,B2t30min
7.98,0.082,B2t30min
7.98333,0.082,B2t30min
7.98667,0.082,B2t30min
7.99,0.082,B2t30min
7.99333,0.082,B2t30min
7.99667,0.082,B2t30min
8,0.083,B2t30min
8.00333,0.083,B2t30min
8.00667,0.083,B2t30min
8.01,0.084,B2t30min
8.01333,0.085,B2t30min
8.01667,0.085,B2t30min
8.02,0.085,B2t30min
8.02333,0.085,B2t30min
8.02667,0.085,B2t30min
8.03,0.085,B2t30min
8.03333,0.085,B2t30min
8.03667,0.085,B2t30min
8.04,0.085,B2t30min
8.04333,0.085,B2t30min
8.04667,0.085,B2t30min
8.05,0.085,B2t30min
8.05333,0.085,B2t30min
8.05667,0.085,B2t30min
8.06,0.085,B2t30min
8.06333,0.085,B2t30min
8.06667,0.085,B2t30min
8.07,0.085,B2t30min
8.07333,0.085,B2t30min
8.07667,0.085,B2t30min
8.08,0.085,B2t30min
8.08333,0.085,B2t30min
8.08667,0.085,B2t30min
8.09,0.085,B2t30min
8.09333,0.085,B2t30min
8.09667,0.085,B2t30min
8.1,0.085,B2t30min
8.10333,0.085,B2t30min
8.10667,0.086,B2t30min
8.11,0.086,B2t30min
8.11333,0.086,B2t30min
8.11667,0.086,B2t30min
8.12,0.087,B2t30min
8.12333,0.087,B2t30min
8.12667,0.087,B2t30min
8.13,0.087,B2t30min
8.13333,0.087,B2t30min
8.13667,0.087,B2t30min
8.14,0.088,B2t30min
8.14333,0.088,B2t30min
8.14667,0.088,B2t30min
8.15,0.089,B2t30min
8.15333,0.09,B2t30min
8.15667,0.09,B2t30min
8.16,0.09,B2t30min
8.16333,0.09,B2t30min
8.16667,0.09,B2t30min
8.17,0.09,B2t30min
8.17333,0.09,B2t30min
8.17667,0.09,B2t30min
8.18,0.09,B2t30min
8.18333,0.09,B2t30min
8.18667,0.09,B2t30min
8.19,0.09,B2t30min
8.19333,0.09,B2t30min
8.19667,0.09,B2t30min
8.2,0.09,B2t30min
8.20333,0.09,B2t30min
8.20667,0.09,B2t30min
8.21,0.09,B2t30min
8.21333,0.09,B2t30min
8.21667,0.09,B2t30min
8.22,0.09,B2t30min
8.22333,0.09,B2t30min
8.22667,0.09,B2t30min
8.23,0.09,B2t30min
8.23333,0.09,B2t30min
8.23667,0.09,B2t30min
8.24,0.09,B2t30min
8.24333,0.09,B2t30min
8.24667,0.09,B2t30min
8.25,0.09,B2t30min
8.25333,0.09,B2t30min
8.25667,0.09,B2t30min
8.26,0.09,B2t30min
8.26333,0.09,B2t30min
8.26667,0.09,B2t30min
8.27,0.09,B2t30min
8.27333,0.09,B2t30min
8.27667,0.09,B2t30min
8.28,0.09,B2t30min
8.28333,0.09,B2t30min
8.28667,0.09,B2t30min
8.29,0.09,B2t30min
8.29333,0.09,B2t30min
8.29667,0.09,B2t30min
8.3,0.09,B2t30min
8.30333,0.09,B2t30min
8.30667,0.09,B2t30min
8.31,0.09,B2t30min
8.31333,0.09,B2t30min
8.31667,0.09,B2t30min
8.32,0.09,B2t30min
8.32333,0.09,B2t30min
8.32667,0.09,B2t30min
8.33,0.09,B2t30min
8.33333,0.09,B2t30min
8.33667,0.09,B2t30min
8.34,0.09,B2t30min
8.34333,0.09,B2t30min
8.34667,0.09,B2t30min
8.35,0.09,B2t30min
8.35333,0.09,B2t30min
8.35667,0.09,B2t30min
8.36,0.09,B2t30min
8.36333,0.09,B2t30min
8.36667,0.09,B2t30min
8.37,0.09,B2t30min
8.37333,0.09,B2t30min
8.37667,0.09,B2t30min
8.38,0.09,B2t30min
8.38333,0.09,B2t30min
8.38667,0.09,B2t30min
8.39,0.09,B2t30min
8.39333,0.09,B2t30min
8.39667,0.09,B2t30min
8.4,0.09,B2t30min
8.40333,0.09,B2t30min
8.40667,0.09,B2t30min
8.41,0.09,B2t30min
8.41333,0.09,B2t30min
8.41667,0.09,B2t30min
8.42,0.09,B2t30min
8.42333,0.09,B2t30min
8.42667,0.09,B2t30min
8.43,0.09,B2t30min
8.43333,0.09,B2t30min
8.43667,0.091,B2t30min
8.44,0.091,B2t30min
8.44333,0.091,B2t30min
8.44667,0.091,B2t30min
8.45,0.091,B2t30min
8.45333,0.091,B2t30min
8.45667,0.091,B2t30min
8.46,0.091,B2t30min
8.46333,0.091,B2t30min
8.46667,0.091,B2t30min
8.47,0.091,B2t30min
8.47333,0.091,B2t30min
8.47667,0.091,B2t30min
8.48,0.091,B2t30min
8.48333,0.091,B2t30min
8.48667,0.091,B2t30min
8.49,0.091,B2t30min
8.49333,0.091,B2t30min
8.49667,0.091,B2t30min
8.5,0.091,B2t30min
8.50333,0.091,B2t30min
8.50667,0.091,B2t30min
8.51,0.091,B2t30min
8.51333,0.091,B2t30min
8.51667,0.091,B2t30min
8.52,0.092,B2t30min
8.52333,0.092,B2t30min
8.52667,0.092,B2t30min
8.53,0.092,B2t30min
8.53333,0.092,B2t30min
8.53667,0.092,B2t30min
8.54,0.092,B2t30min
8.54333,0.092,B2t30min
8.54667,0.092,B2t30min
8.55,0.092,B2t30min
8.55333,0.092,B2t30min
8.55667,0.092,B2t30min
8.56,0.092,B2t30min
8.56333,0.092,B2t30min
8.56667,0.092,B2t30min
8.57,0.092,B2t30min
8.57333,0.092,B2t30min
8.57667,0.092,B2t30min
8.58,0.093,B2t30min
8.58333,0.093,B2t30min
8.58667,0.093,B2t30min
8.59,0.093,B2t30min
8.59333,0.094,B2t30min
8.59667,0.095,B2t30min
8.6,0.095,B2t30min
8.60333,0.095,B2t30min
8.60667,0.095,B2t30min
8.61,0.095,B2t30min
8.61333,0.095,B2t30min
8.61667,0.095,B2t30min
8.62,0.095,B2t30min
8.62333,0.095,B2t30min
8.62667,0.095,B2t30min
8.63,0.095,B2t30min
8.63333,0.095,B2t30min
8.63667,0.095,B2t30min
8.64,0.095,B2t30min
8.64333,0.095,B2t30min
8.64667,0.095,B2t30min
8.65,0.095,B2t30min
8.65333,0.095,B2t30min
8.65667,0.095,B2t30min
8.66,0.095,B2t30min
8.66333,0.095,B2t30min
8.66667,0.095,B2t30min
8.67,0.095,B2t30min
8.67333,0.095,B2t30min
8.67667,0.095,B2t30min
8.68,0.095,B2t30min
8.68333,0.095,B2t30min
8.68667,0.095,B2t30min
8.69,0.095,B2t30min
8.69333,0.095,B2t30min
8.69667,0.095,B2t30min
8.7,0.095,B2t30min
8.70333,0.095,B2t30min
8.70667,0.095,B2t30min
8.71,0.095,B2t30min
8.71333,0.096,B2t30min
8.71667,0.096,B2t30min
8.72,0.096,B2t30min
8.72333,0.096,B2t30min
8.72667,0.096,B2t30min
8.73,0.096,B2t30min
8.73333,0.096,B2t30min
8.73667,0.096,B2t30min
8.74,0.096,B2t30min
8.74333,0.096,B2t30min
8.74667,0.096,B2t30min
8.75,0.097,B2t30min
8.75333,0.097,B2t30min
8.75667,0.097,B2t30min
8.76,0.097,B2t30min
8.76333,0.097,B2t30min
8.76667,0.097,B2t30min
8.77,0.097,B2t30min
8.77333,0.097,B2t30min
8.77667,0.097,B2t30min
8.78,0.097,B2t30min
8.78333,0.097,B2t30min
8.78667,0.097,B2t30min
8.79,0.097,B2t30min
8.79333,0.097,B2t30min
8.79667,0.097,B2t30min
8.8,0.097,B2t30min
8.80333,0.097,B2t30min
8.80667,0.097,B2t30min
8.81,0.097,B2t30min
8.81333,0.097,B2t30min
8.81667,0.097,B2t30min
8.82,0.097,B2t30min
8.82333,0.097,B2t30min
8.82667,0.097,B2t30min
8.83,0.097,B2t30min
8.83333,0.097,B2t30min
8.83667,0.097,B2t30min
8.84,0.097,B2t30min
8.84333,0.097,B2t30min
8.84667,0.097,B2t30min
8.85,0.097,B2t30min
8.85333,0.097,B2t30min
8.85667,0.097,B2t30min
8.86,0.097,B2t30min
8.86333,0.097,B2t30min
8.86667,0.097,B2t30min
8.87,0.097,B2t30min
8.87333,0.097,B2t30min
8.87667,0.097,B2t30min
8.88,0.097,B2t30min
8.88333,0.097,B2t30min
8.88667,0.097,B2t30min
8.89,0.097,B2t30min
8.89333,0.097,B2t30min
8.89667,0.097,B2t30min
8.9,0.097,B2t30min
8.90333,0.097,B2t30min
8.90667,0.098,B2t30min
8.91,0.098,B2t30min
8.91333,0.098,B2t30min
8.91667,0.098,B2t30min
8.92,0.098,B2t30min
8.92333,0.098,B2t30min
8.92667,0.098,B2t30min
8.93,0.098,B2t30min
8.93333,0.098,B2t30min
8.93667,0.098,B2t30min
8.94,0.098,B2t30min
8.94333,0.098,B2t30min
8.94667,0.098,B2t30min
8.95,0.098,B2t30min
8.95333,0.098,B2t30min
8.95667,0.098,B2t30min
8.96,0.098,B2t30min
8.96333,0.098,B2t30min
8.96667,0.098,B2t30min
8.97,0.098,B2t30min
8.97333,0.098,B2t30min
8.97667,0.098,B2t30min
8.98,0.098,B2t30min
8.98333,0.098,B2t30min
8.98667,0.098,B2t30min
8.99,0.098,B2t30min
8.99333,0.098,B2t30min
8.99667,0.098,B2t30min
9,0.098,B2t30min
9.00333,0.098,B2t30min
9.00667,0.098,B2t30min
9.01,0.098,B2t30min
9.01333,0.098,B2t30min
9.01667,0.098,B2t30min
9.02,0.098,B2t30min
9.02333,0.098,B2t30min
9.02667,0.098,B2t30min
9.03,0.098,B2t30min
9.03333,0.098,B2t30min
9.03667,0.098,B2t30min
9.04,0.098,B2t30min
9.04333,0.098,B2t30min
9.04667,0.098,B2t30min
9.05,0.098,B2t30min
9.05333,0.098,B2t30min
9.05667,0.098,B2t30min
9.06,0.098,B2t30min
9.06333,0.098,B2t30min
9.06667,0.098,B2t30min
9.07,0.098,B2t30min
9.07333,0.098,B2t30min
9.07667,0.098,B2t30min
9.08,0.098,B2t30min
9.08333,0.098,B2t30min
9.08667,0.098,B2t30min
9.09,0.098,B2t30min
9.09333,0.098,B2t30min
9.09667,0.098,B2t30min
9.1,0.098,B2t30min
9.10333,0.098,B2t30min
9.10667,0.098,B2t30min
9.11,0.098,B2t30min
9.11333,0.098,B2t30min
9.11667,0.098,B2t30min
9.12,0.098,B2t30min
9.12333,0.098,B2t30min
9.12667,0.098,B2t30min
9.13,0.098,B2t30min
9.13333,0.098,B2t30min
9.13667,0.098,B2t30min
9.14,0.098,B2t30min
9.14333,0.098,B2t30min
9.14667,0.099,B2t30min
9.15,0.1,B2t30min
9.15333,0.1,B2t30min
9.15667,0.1,B2t30min
9.16,0.1,B2t30min
9.16333,0.1,B2t30min
9.16667,0.1,B2t30min
9.17,0.1,B2t30min
9.17333,0.1,B2t30min
9.17667,0.101,B2t30min
9.18,0.101,B2t30min
9.18333,0.101,B2t30min
9.18667,0.101,B2t30min
9.19,0.101,B2t30min
9.19333,0.102,B2t30min
9.19667,0.102,B2t30min
9.2,0.102,B2t30min
9.20333,0.102,B2t30min
9.20667,0.102,B2t30min
9.21,0.102,B2t30min
9.21333,0.102,B2t30min
9.21667,0.102,B2t30min
9.22,0.102,B2t30min
9.22333,0.102,B2t30min
9.22667,0.102,B2t30min
9.23,0.102,B2t30min
9.23333,0.102,B2t30min
9.23667,0.102,B2t30min
9.24,0.102,B2t30min
9.24333,0.103,B2t30min
9.24667,0.104,B2t30min
9.25,0.105,B2t30min
9.25333,0.105,B2t30min
9.25667,0.105,B2t30min
9.26,0.105,B2t30min
9.26333,0.105,B2t30min
9.26667,0.105,B2t30min
9.27,0.105,B2t30min
9.27333,0.105,B2t30min
9.27667,0.105,B2t30min
9.28,0.105,B2t30min
9.28333,0.105,B2t30min
9.28667,0.105,B2t30min
9.29,0.105,B2t30min
9.29333,0.105,B2t30min
9.29667,0.105,B2t30min
9.3,0.105,B2t30min
9.30333,0.105,B2t30min
9.30667,0.105,B2t30min
9.31,0.105,B2t30min
9.31333,0.105,B2t30min
9.31667,0.105,B2t30min
9.32,0.105,B2t30min
9.32333,0.105,B2t30min
9.32667,0.105,B2t30min
9.33,0.105,B2t30min
9.33333,0.105,B2t30min
9.33667,0.105,B2t30min
9.34,0.105,B2t30min
9.34333,0.105,B2t30min
9.34667,0.105,B2t30min
9.35,0.105,B2t30min
9.35333,0.105,B2t30min
9.35667,0.106,B2t30min
9.36,0.106,B2t30min
9.36333,0.107,B2t30min
9.36667,0.107,B2t30min
9.37,0.107,B2t30min
9.37333,0.107,B2t30min
